CIE-10	Enfermedad	MF	MG	MF o MG	Atencion_primaria	Especialistas	Especialista_1	A1	A2	A3	A4	A5	Especialista_1_Total_k	Especialista_2	B1	B2	B3	B4	B5	Especialista_2_Total_k	Especialista_3	C1	C2	C3	C4	C5	Especialista_3_Total_k	Especialista_4	D1	D2	D3	D4	D5	Especialista_4_Total_k	Especialista_5	E1	E2	E3	E4	E5	Especialista_5_Total_k	Totales	Grupo Etario
M41.2	OTRAS ESCOLIOSIS IDIOPATICAS	0	0	1	1	4	MEDICINA FISICA Y REHABILITACION	0	1	0	0	1	2	ORTOPEDIA Y TRAUMATOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M41.3	ESCOLIOSIS TORACOGENICA	0	0	0	0	5	MEDICINA FISICA Y REHABILITACION	1	0	1	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M41.4	ESCOLIOSIS NEUROMUSCULAR	0	0	0	0	5	MEDICINA FISICA Y REHABILITACION	1	0	1	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M41.5	OTRAS ESCOLIOSIS SECUNDARIAS	0	0	1	1	4	MEDICINA FISICA Y REHABILITACION	1	0	1	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M41.8	OTRAS FORMAS DE ESCOLIOSIS	0	0	1	1	4	MEDICINA FISICA Y REHABILITACION	1	1	1	0	0	3	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M41.9	ESCOLIOSIS, NO ESPECIFICADA	0	0	2	2	3	MEDICINA FISICA Y REHABILITACION	0	1	0	0	1	2	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M51.0	TRASTORNOS DE DISCOS INTERVERTEBRALES LUMBARES Y OTROS, CON MIELOPATIA (G99.2*)	0	1	0	1	4	NEUROLOGIA	2	0	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1	NEUROCIRUGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M51.1	TRASTORNOS DE DISCO LUMBAR Y OTROS, CON RADICULOPATIA	0	1	0	1	4	NEUROCIRUGIA	2	0	0	0	0	2	NEUROLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M51.2	OTROS DESPLAZAMIENTOS ESPECIFICADOS DE DISCO INTERVERTEBRAL	0	1	0	1	4	NEUROCIRUGIA	2	0	0	0	0	2	NEUROLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M51.3	OTRAS DEGENERACIONES ESPECIFICADAS DE DISCO INTERVERTEBRAL	0	1	0	1	4	NEUROCIRUGIA	1	0	0	0	1	2	NEUROLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M51.4	NODULOS DE SCHMORL	1	1	0	2	3	NEUROLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1	NEUROCIRUGIA	0	0	0	0	1	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M51.8	OTROS TRASTORNOS ESPECIFICADOS DE LOS DISCOS INTERVERTEBRALES	0	1	0	1	4	NEUROLOGIA	2	0	0	0	0	2	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1	NEUROCIRUGIA	0	0	0	0	1	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M51.9	TRASTORNO DE LOS DISCOS INTERVERTEBRALES, NO ESPECIFICADO	0	1	0	1	4	NEUROLOGIA	1	1	0	0	0	2	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1	NEUROCIRUGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M54.0	PANICULITIS QUE AFECTA REGIONES DEL CUELLO Y DE LA ESPALDA	0	0	2	2	3	CIRUGIA GENERAL	0	1	0	0	0	1	DERMATOLOGIA	1	0	0	0	0	1	MEDICINA INTERNA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M54.1	RADICULOPATIA	0	0	0	0	5	NEUROLOGIA	1	2	0	0	0	3	NEUROCIRUGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M54.2	CERVICALGIA	0	0	4	4	1	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M54.3	CIATICA	0	0	2	2	3	NEUROLOGIA	0	1	1	0	0	2	NEUROCIRUGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M54.4	LUMBAGO CON CIATICA	0	0	2	2	3	NEUROLOGIA	0	2	0	0	0	2	NEUROCIRUGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M54.5	LUMBAGO NO ESPECIFICADO	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M54.6	DOLOR EN LA COLUMNA DORSAL	0	1	3	4	1	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M54.8	OTRAS DORSALGIAS	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M54.9	DORSALGIA, NO ESPECIFICADA	0	0	4	4	1	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M62.0	DIASTASIS DEL MUSCULO	0	0	0	0	5	ORTOPEDIA Y TRAUMATOLOGIA	0	1	0	0	1	2	CIRUGIA GENERAL	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M62.1	OTROS DESGARROS (NO TRAUMATICOS) DEL MUSCULO	0	0	2	2	3	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1	NEUROLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M62.4	CONTRACTURA MUSCULAR	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M62.5	ATROFIA Y DESGASTE MUSCULARES, NO CLASIFICADOS EN OTRA PARTE	1	0	3	4	1	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M62.6	DISTENSION MUSCULAR	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M62.8	OTROS TRASTORNOS ESPECIFICADOS DE LOS MUSCULOS	1	0	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M62.9	TRASTORNO MUSCULAR, NO ESPECIFICADO	1	0	3	4	1	ORTOPEDIA Y TRAUMATOLOGIA	0	0	0	0	1	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M65.1	OTRAS (TENO)SINOVITIS INFECCIOSAS	1	0	1	2	3	REUMATOLOGIA	0	1	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M65.2	TENDINITIS CALCIFICADA	0	0	1	1	4	REUMATOLOGIA	0	1	0	0	0	1	MEDICINA FISICA Y REHABILITACION	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M65.3	DEDO EN GATILLO	0	0	0	0	5	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1	MEDICINA COMPLEMENTARIA	0	1	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	3	0	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M65.4	TENOSINOVITIS DE ESTILOIDES RADIAL [DE QUERVAIN]	1	0	1	2	3	MEDICINA FISICA Y REHABILITACION	1	1	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M65.8	OTRAS SINOVITIS Y TENOSINOVITIS	2	0	2	4	1	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M65.9	SINOVITIS Y TENOSINOVITIS, NO ESPECIFICADA	1	0	2	3	2	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M75.0	CAPSULITIS ADHESIVA DEL HOMBRO	0	0	0	0	5	ORTOPEDIA Y TRAUMATOLOGIA	4	0	0	0	0	4	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M75.1	SINDROME DEL MANGUITO ROTATORIO	1	0	1	2	3	MEDICINA FISICA Y REHABILITACION	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M75.2	TENDINITIS DEL BICEPS	0	0	1	1	4	MEDICINA FISICA Y REHABILITACION	2	1	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M75.3	TENDINITIS CALCIFICANTE DEL HOMBRO	0	0	0	0	5	REUMATOLOGIA	1	0	0	0	0	1	MEDICINA FISICA Y REHABILITACION	0	2	1	0	0	3	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M75.4	SINDROME DE ABDUCCION DOLOROSA DEL HOMBRO	0	0	1	1	4	MEDICINA FISICA Y REHABILITACION	2	0	1	0	0	3	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M75.5	BURSITIS DEL HOMBRO	0	0	1	1	4	MEDICINA FISICA Y REHABILITACION	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M75.8	OTRAS LESIONES DEL HOMBRO	3	0	1	4	1	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M75.9	LESION DEL HOMBRO, NO ESPECIFICADA	2	0	1	3	2	ORTOPEDIA Y TRAUMATOLOGIA	0	1	0	0	0	1	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M77.0	EPICONDILITIS MEDIA	1	0	1	2	3	MEDICINA FISICA Y REHABILITACION	1	0	1	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M77.1	EPICONDILITIS LATERAL	0	0	2	2	3	MEDICINA FISICA Y REHABILITACION	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M77.2	PERIARTRITIS DE LA MUÃ'ECA	1	0	1	2	3	REUMATOLOGIA	0	2	0	0	0	2	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M77.3	ESPOLON CALCANEO	0	0	1	1	4	MEDICINA FISICA Y REHABILITACION	0	0	1	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	2	0	0	1	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M77.4	METATARSALGIA	0	0	4	4	1	MEDICINA FISICA Y REHABILITACION	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M77.5	OTRAS ENTESOPATIAS DEL PIE	1	0	2	3	2	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M77.8	OTRAS ENTESOPATIAS, NO CLASIFICADAS EN OTRA PARTE	1	0	2	3	2	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	0	0	0	0	1	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M77.9	ENTESOPATIA, NO ESPECIFICADA	1	0	2	3	2	MEDICINA FISICA Y REHABILITACION	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	0	0	0	0	1	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M79.0	REUMATISMO, NO ESPECIFICADO	0	0	3	3	2	REUMATOLOGIA	0	1	0	0	1	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M79.1	MIALGIA	1	2	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M79.2	NEURALGIA Y NEURITIS, NO ESPECIFICADAS	1	0	1	2	3	NEUROLOGIA	0	2	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M79.3	PANICULITIS, NO ESPECIFICADA	2	0	2	4	1	DERMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M79.4	HIPERTROFIA DE PAQUETE ADIPOSO (INFRARROTULIANO)	0	0	2	2	3	REUMATOLOGIA	1	0	0	0	0	1	DERMATOLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M79.5	CUERPO EXTRAÃ'O RESIDUAL EN TEJIDO BLANDO	0	0	1	1	4	CIRUGIA GENERAL	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M79.6	DOLOR EN MIEMBRO	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M79.7	FIBROMIALGIA	2	1	0	3	2	REUMATOLOGIA	0	1	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M79.8	OTROS TRASTORNOS ESPECIFICADOS DE LOS TEJIDOS BLANDOS	2	0	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M79.9	TRASTORNO DE LOS TEJIDOS BLANDOS, NO ESPECIFICADO	2	0	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M81.0	OSTEOPOROSIS POSTMENOPAUSICA, SIN FRACTURA PATOLOGICA	1	0	3	4	1	REUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M81.1	OSTEOPOROSIS POSTOOFORECTOMIA, SIN FRACTURA PATOLOGICA	3	0	1	4	1	REUMATOLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M81.2	OSTEOPOROSIS POR DESUSO, SIN FRACTURA PATOLOGICA	2	0	2	4	1	REUMATOLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M81.4	OSTEOPOROSIS INDUCIDA POR DROGAS, SIN FRACTURA PATOLOGICA	1	0	0	1	4	REUMATOLOGIA	0	2	1	0	0	3	MEDICINA INTERNA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M81.5	OSTEOPOROSIS IDIOPATICA, SIN FRACTURA PATOLOGICA	1	0	1	2	3	REUMATOLOGIA	1	1	0	1	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M81.6	OSTEOPOROSIS LOCALIZADA [LEQUESNE], SIN FRACTURA PATOLOGICA	1	0	1	2	3	REUMATOLOGIA	2	0	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M81.8	OTRAS OSTEOPOROSIS, SIN FRACTURA PATOLOGICA	2	0	2	4	1	REUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M81.9	OSTEOPOROSIS NO ESPECIFICADA, SIN FRACTURA PATOLOGICA	1	0	3	4	1	REUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M85.0	DISPLASIA FIBROSA (MONOSTOTICA)	0	0	0	0	5	REUMATOLOGIA	2	0	1	0	0	3	CIRUGIA GENERAL	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M85.2	HIPEROSTOSIS DEL CRANEO	0	0	0	0	5	NEUROCIRUGIA	2	0	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	1	1	0	0	0	2	NEUROLOGIA	0	0	0	0	1	1		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M85.4	QUISTE OSEO SOLITARIO	0	0	0	0	5	ORTOPEDIA Y TRAUMATOLOGIA	2	1	0	0	1	4	REUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M85.6	OTROS QUISTES OSEOS	0	0	0	0	5	ORTOPEDIA Y TRAUMATOLOGIA	2	1	0	0	1	4	REUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M85.8	OTROS TRASTORNOS ESPECIFICADOS DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS	1	0	2	3	2	GERIATRIA	1	0	0	0	0	1	REUMATOLOGIA	0	0	0	1	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
M85.9	TRASTORNO DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS, NO ESPECIFICADO	1	0	2	3	2	GERIATRIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N40	HIPERPLASIA DE LA PROSTATA	1	0	0	1	4	UROLOGIA GENERAL	2	1	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N20.0	CALCULO DEL RIÃ'ON	0	0	1	1	4	UROLOGIA GENERAL	0	1	0	0	1	2	NEFROLOGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N20.1	CALCULO DEL URETER	0	0	0	0	5	UROLOGIA GENERAL	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N20.2	CALCULO DEL RIÃ'ON CON CALCULO DEL URETER	0	0	0	0	5	UROLOGIA GENERAL	3	0	0	0	0	3	NEFROLOGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N20.9	CALCULO URINARIO, NO ESPECIFICADO	0	0	2	2	3	UROLOGIA GENERAL	1	1	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N30.0	CISTITIS AGUDA	1	0	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N30.1	CISTITIS INTERSTICIAL (CRONICA)	0	0	0	0	5	UROLOGIA GENERAL	2	2	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N30.2	OTRAS CISTITIS CRONICAS	1	0	0	1	4	UROLOGIA GENERAL	2	1	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N30.3	TRIGONITIS	2	0	1	3	2	UROLOGIA GENERAL	0	1	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N30.4	CISTITIS POR IRRADIACION	0	0	0	0	5	UROLOGIA GENERAL	2	3	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N30.8	OTRAS CISTITIS	2	0	1	3	2	UROLOGIA GENERAL	1	0	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N30.9	CISTITIS, NO ESPECIFICADA	1	0	3	4	1	UROLOGIA GENERAL	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N39.0	INFECCION DE VIAS URINARIAS, SITIO NO ESPECIFICADO	1	0	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N39.1	PROTEINURIA PERSISTENTE, NO ESPECIFICADA	0	0	0	0	5	NEFROLOGIA	0	3	0	1	0	4	MEDICINA INTERNA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N39.3	INCONTINENCIA URINARIA POR TENSION	0	0	0	0	5	UROLOGIA GENERAL	1	1	1	0	0	3	GINECOLOGIA Y OBSTETRICIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N39.4	OTRAS INCONTINENCIAS URINARIAS ESPECIFICADAS	0	0	0	0	5	UROLOGIA GENERAL	0	2	1	0	0	3	GINECOLOGIA Y OBSTETRICIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N39.8	OTROS TRASTORNOS ESPECIFICADOS DEL SISTEMA URINARIO	0	0	4	4	1	UROLOGIA GENERAL	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N39.9	TRASTORNO DEL SISTEMA URINARIO, NO ESPECIFICADO	1	0	3	4	1	UROLOGIA GENERAL	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N41.0	PROSTATITIS AGUDA	2	0	1	3	2	UROLOGIA GENERAL	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N41.1	PROSTATITIS CRONICA	1	0	1	2	3	UROLOGIA GENERAL	2	0	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N41.3	PROSTATOCISTITIS	0	0	0	0	5	UROLOGIA GENERAL	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N41.8	OTRAS ENFERMEDADES INFLAMATORIAS DE LA PROSTATA	0	0	2	2	3	UROLOGIA GENERAL	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N41.9	ENFERMEDAD INFLAMATORIA DE LA PROSTATA, NO ESPECIFICADA	1	0	1	2	3	UROLOGIA GENERAL	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N60.0	QUISTE SOLITARIO DE LA MAMA	1	0	1	2	3	GINECOLOGIA Y OBSTETRICIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N60.1	MASTOPATIA QUISTICA DIFUSA	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	2	1	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N60.2	FIBROADENOSIS DE MAMA	1	0	1	2	3	GINECOLOGIA Y OBSTETRICIA	1	0	1	0	1	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N60.3	FIBROESCLEROSIS DE MAMA	0	0	1	1	4	GINECOLOGIA Y OBSTETRICIA	2	1	0	0	1	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N60.4	ECTASIA DE CONDUCTO MAMARIO	0	0	1	1	4	GINECOLOGIA Y OBSTETRICIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N60.8	OTRAS DISPLASIAS MAMARIAS BENIGNAS	0	0	1	1	4	GINECOLOGIA Y OBSTETRICIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N60.9	DISPLASIA MAMARIA BENIGNA, SIN OTRA ESPECIFICACION	1	0	1	2	3	GINECOLOGIA Y OBSTETRICIA	1	1	0	0	1	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
N64.0	FISURA Y FISTULA DEL PEZON	0	0	2	2	3	DERMATOLOGIA	0	1	0	0	0	1	GINECOLOGIA Y OBSTETRICIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	D
